n1,n2,n3,n4,n5,n6
1,2,6,18,22,34
1,2,6,18,23,35
1,2,6,18,24,36
1,2,6,18,25,29
1,2,6,18,26,30
1,2,6,18,27,31
1,2,6,18,28,32
1,2,6,18,41,45
1,2,6,19,21,36
1,2,6,19,22,35
1,2,6,19,23,34
1,2,6,19,24,33
1,2,6,19,25,32
1,2,6,19,26,31
1,2,6,19,27,30
1,2,6,19,28,29
1,2,6,19,44,45
1,2,6,20,21,35
1,2,6,20,22,36
1,2,6,20,23,33
1,2,6,20,24,34
1,2,6,20,25,31
1,2,6,20,26,32
1,2,6,20,27,29
1,2,6,20,28,30
1,2,6,20,43,45
1,2,7,8,9,10
1,2,7,8,11,12
1,2,7,8,13,14
1,2,7,8,15,16
1,2,7,8,17,18
1,2,7,8,19,20
1,2,7,8,21,22
1,2,7,8,23,24
1,2,7,8,25,26
1,2,7,8,27,28
1,2,7,8,29,30
1,2,7,8,31,32
1,2,7,8,33,34
1,2,7,8,35,36
1,2,7,8,37,38
1,2,7,8,39,40
1,2,7,8,41,42
1,2,7,8,43,44
1,2,7,9,13,19
1,2,7,9,14,20
1,2,7,9,15,17
1,2,7,9,16,18
1,2,7,9,21,27
1,2,7,9,22,28
1,2,7,9,23,25
1,2,7,9,24,26
1,2,7,9,29,35
1,2,7,9,30,36
1,2,7,9,31,33
1,2,7,9,32,34
1,2,7,9,37,43
1,2,7,9,38,44
1,2,7,9,39,41
1,2,7,9,40,42
1,2,7,10,13,20
1,2,7,10,14,19
1,2,7,10,15,18
1,2,7,10,16,17
1,2,7,10,21,28
1,2,7,10,22,27
1,2,7,10,23,26
1,2,7,10,24,25
1,2,7,10,29,36
1,2,7,10,30,35
1,2,7,10,31,34
1,2,7,10,32,33
1,2,7,10,37,44
1,2,7,10,38,43
1,2,7,10,39,42
1,2,7,10,40,41
1,2,7,11,13,17
1,2,7,11,14,18
1,2,7,11,15,19
1,2,7,11,16,20
1,2,7,11,21,25
1,2,7,11,22,26
1,2,7,11,23,27
1,2,7,11,24,28
1,2,7,11,29,33
1,2,7,11,30,34
1,2,7,11,31,35
1,2,7,11,32,36
1,2,7,11,37,41
1,2,7,11,38,42
1,2,7,11,39,43
1,2,7,11,40,44
1,2,7,12,13,18
1,2,7,12,14,17
1,2,7,12,15,20
1,2,7,12,16,19
1,2,7,12,21,26
1,2,7,12,22,25
1,2,7,12,23,28
1,2,7,12,24,27
1,2,7,12,29,34
1,2,7,12,30,33
1,2,7,12,31,36
1,2,7,12,32,35
1,2,7,12,37,42
1,2,7,12,38,41
1,2,7,12,39,44
1,2,7,12,40,43
1,2,7,13,21,31
1,2,7,13,22,32
1,2,7,13,23,29
1,2,7,13,24,30
1,2,7,13,25,35
1,2,7,13,26,36
1,2,7,13,27,33
1,2,7,13,28,34
1,2,7,13,39,45
1,2,7,14,21,32
1,2,7,14,22,31
1,2,7,14,23,30
1,2,7,14,24,29
1,2,7,14,25,36
1,2,7,14,26,35
1,2,7,14,27,34
1,2,7,14,28,33
1,2,7,14,40,45
1,2,7,15,21,29
1,2,7,15,22,30
1,2,7,15,23,31
1,2,7,15,24,32
1,2,7,15,25,33
1,2,7,15,26,34
1,2,7,15,27,35
1,2,7,15,28,36
1,2,7,15,37,45
1,2,7,16,21,30
1,2,7,16,22,29
1,2,7,16,23,32
1,2,7,16,24,31
1,2,7,16,25,34
1,2,7,16,26,33
1,2,7,16,27,36
1,2,7,16,28,35
1,2,7,16,38,45
1,2,7,17,21,35
1,2,7,17,22,36
1,2,7,17,23,33
1,2,7,17,24,34
1,2,7,17,25,31
1,2,7,17,26,32
1,2,7,17,27,29
1,2,7,17,28,30
1,2,7,17,43,45
1,2,7,18,21,36
1,2,7,18,22,35
1,2,7,18,23,34
1,2,7,18,24,33
1,2,7,18,25,32
1,2,7,18,26,31
1,2,7,18,27,30
1,2,7,18,28,29
1,2,7,18,44,45
1,2,7,19,21,33
1,2,7,19,22,34
1,2,7,19,23,35
1,2,7,19,24,36
1,2,7,19,25,29
1,2,7,19,26,30
1,2,7,19,27,31
1,2,7,19,28,32
1,2,7,19,41,45
1,2,7,20,21,34
1,2,7,20,22,33
1,2,7,20,23,36
1,2,7,20,24,35
1,2,7,20,25,30
1,2,7,20,26,29
1,2,7,20,27,32
1,2,7,20,28,31
1,2,7,20,42,45
1,2,8,9,13,20
1,2,8,9,14,19
1,2,8,9,15,18
1,2,8,9,16,17
1,2,8,9,21,28
1,2,8,9,22,27
1,2,8,9,23,26
1,2,8,9,24,25
1,2,8,9,29,36
1,2,8,9,30,35
1,2,8,9,31,34
1,2,8,9,32,33
1,2,8,9,37,44
1,2,8,9,38,43
1,2,8,9,39,42
1,2,8,9,40,41
1,2,8,10,13,19
1,2,8,10,14,20
1,2,8,10,15,17
1,2,8,10,16,18
1,2,8,10,21,27
1,2,8,10,22,28
1,2,8,10,23,25
1,2,8,10,24,26
1,2,8,10,29,35
1,2,8,10,30,36
1,2,8,10,31,33
1,2,8,10,32,34
1,2,8,10,37,43
1,2,8,10,38,44
1,2,8,10,39,41
1,2,8,10,40,42
1,2,8,11,13,18
1,2,8,11,14,17
1,2,8,11,15,20
1,2,8,11,16,19
1,2,8,11,21,26
1,2,8,11,22,25
1,2,8,11,23,28
1,2,8,11,24,27
1,2,8,11,29,34
1,2,8,11,30,33
1,2,8,11,31,36
1,2,8,11,32,35
1,2,8,11,37,42
1,2,8,11,38,41
1,2,8,11,39,44
1,2,8,11,40,43
1,2,8,12,13,17
1,2,8,12,14,18
1,2,8,12,15,19
1,2,8,12,16,20
1,2,8,12,21,25
1,2,8,12,22,26
1,2,8,12,23,27
1,2,8,12,24,28
1,2,8,12,29,33
1,2,8,12,30,34
1,2,8,12,31,35
1,2,8,12,32,36
1,2,8,12,37,41
1,2,8,12,38,42
1,2,8,12,39,43
1,2,8,12,40,44
1,2,8,13,21,32
1,2,8,13,22,31
1,2,8,13,23,30
1,2,8,13,24,29
1,2,8,13,25,36
1,2,8,13,26,35
1,2,8,13,27,34
1,2,8,13,28,33
1,2,8,13,40,45
1,2,8,14,21,31
1,2,8,14,22,32
1,2,8,14,23,29
1,2,8,14,24,30
1,2,8,14,25,35
1,2,8,14,26,36
1,2,8,14,27,33
1,2,8,14,28,34
1,2,8,14,39,45
1,2,8,15,21,30
1,2,8,15,22,29
1,2,8,15,23,32
1,2,8,15,24,31
1,2,8,15,25,34
1,2,8,15,26,33
1,2,8,15,27,36
1,2,8,15,28,35
1,2,8,15,38,45
1,2,8,16,21,29
1,2,8,16,22,30
1,2,8,16,23,31
1,2,8,16,24,32
1,2,8,16,25,33
1,2,8,16,26,34
1,2,8,16,27,35
1,2,8,16,28,36
1,2,8,16,37,45
1,2,8,17,21,36
1,2,8,17,22,35
1,2,8,17,23,34
1,2,8,17,24,33
1,2,8,17,25,32
1,2,8,17,26,31
1,2,8,17,27,30
1,2,8,17,28,29
1,2,8,17,44,45
1,2,8,18,21,35
1,2,8,18,22,36
1,2,8,18,23,33
1,2,8,18,24,34
1,2,8,18,25,31
1,2,8,18,26,32
1,2,8,18,27,29
1,2,8,18,28,30
1,2,8,18,43,45
1,2,8,19,21,34
1,2,8,19,22,33
1,2,8,19,23,36
1,2,8,19,24,35
1,2,8,19,25,30
1,2,8,19,26,29
1,2,8,19,27,32
1,2,8,19,28,31
1,2,8,19,42,45
1,2,8,20,21,33
1,2,8,20,22,34
1,2,8,20,23,35
1,2,8,20,24,36
1,2,8,20,25,29
1,2,8,20,26,30
1,2,8,20,27,31
1,2,8,20,28,32
1,2,8,20,41,45
1,2,9,10,11,12
1,2,9,10,13,14
1,2,9,10,15,16
1,2,9,10,17,18
1,2,9,10,19,20
1,2,9,10,21,22
1,2,9,10,23,24
1,2,9,10,25,26
1,2,9,10,27,28
1,2,9,10,29,30
1,2,9,10,31,32
1,2,9,10,33,34
1,2,9,10,35,36
1,2,9,10,37,38
1,2,9,10,39,40
1,2,9,10,41,42
1,2,9,10,43,44
1,2,9,11,13,15
1,2,9,11,14,16
1,2,9,11,17,19
1,2,9,11,18,20
1,2,9,11,21,23
1,2,9,11,22,24
1,2,9,11,25,27
1,2,9,11,26,28
1,2,9,11,29,31
1,2,9,11,30,32
1,2,9,11,33,35
1,2,9,11,34,36
1,2,9,11,37,39
1,2,9,11,38,40
1,2,9,11,41,43
1,2,9,11,42,44
1,2,9,12,13,16
1,2,9,12,14,15
1,2,9,12,17,20
1,2,9,12,18,19
1,2,9,12,21,24
1,2,9,12,22,23
1,2,9,12,25,28
1,2,9,12,26,27
1,2,9,12,29,32
1,2,9,12,30,31
1,2,9,12,33,36
1,2,9,12,34,35
1,2,9,12,37,40
1,2,9,12,38,39
1,2,9,12,41,44
1,2,9,12,42,43
1,2,9,13,21,33
1,2,9,13,22,34
1,2,9,13,23,35
1,2,9,13,24,36
1,2,9,13,25,29
1,2,9,13,26,30
1,2,9,13,27,31
1,2,9,13,28,32
1,2,9,13,41,45
1,2,9,14,21,34
1,2,9,14,22,33
1,2,9,14,23,36
1,2,9,14,24,35
1,2,9,14,25,30
1,2,9,14,26,29
1,2,9,14,27,32
1,2,9,14,28,31
1,2,9,14,42,45
1,2,9,15,21,35
1,2,9,15,22,36
1,2,9,15,23,33
1,2,9,15,24,34
1,2,9,15,25,31
1,2,9,15,26,32
1,2,9,15,27,29
1,2,9,15,28,30
1,2,9,15,43,45
1,2,9,16,21,36
1,2,9,16,22,35
1,2,9,16,23,34
1,2,9,16,24,33
1,2,9,16,25,32
1,2,9,16,26,31
1,2,9,16,27,30
1,2,9,16,28,29
1,2,9,16,44,45
1,2,9,17,21,29
1,2,9,17,22,30
1,2,9,17,23,31
1,2,9,17,24,32
1,2,9,17,25,33
1,2,9,17,26,34
1,2,9,17,27,35
1,2,9,17,28,36
1,2,9,17,37,45
1,2,9,18,21,30
1,2,9,18,22,29
1,2,9,18,23,32
1,2,9,18,24,31
1,2,9,18,25,34
1,2,9,18,26,33
1,2,9,18,27,36
1,2,9,18,28,35
1,2,9,18,38,45
1,2,9,19,21,31
1,2,9,19,22,32
1,2,9,19,23,29
1,2,9,19,24,30
1,2,9,19,25,35
1,2,9,19,26,36
1,2,9,19,27,33
1,2,9,19,28,34
1,2,9,19,39,45
1,2,9,20,21,32
1,2,9,20,22,31
1,2,9,20,23,30
1,2,9,20,24,29
1,2,9,20,25,36
1,2,9,20,26,35
1,2,9,20,27,34
1,2,9,20,28,33
1,2,9,20,40,45
1,2,10,11,13,16
1,2,10,11,14,15
1,2,10,11,17,20
1,2,10,11,18,19
1,2,10,11,21,24
1,2,10,11,22,23
1,2,10,11,25,28
1,2,10,11,26,27
1,2,10,11,29,32
1,2,10,11,30,31
1,2,10,11,33,36
1,2,10,11,34,35
1,2,10,11,37,40
1,2,10,11,38,39
1,2,10,11,41,44
1,2,10,11,42,43
1,2,10,12,13,15
1,2,10,12,14,16
1,2,10,12,17,19
1,2,10,12,18,20
1,2,10,12,21,23
1,2,10,12,22,24
1,2,10,12,25,27
1,2,10,12,26,28
1,2,10,12,29,31
1,2,10,12,30,32
1,2,10,12,33,35
1,2,10,12,34,36
1,2,10,12,37,39
1,2,10,12,38,40
1,2,10,12,41,43
1,2,10,12,42,44
1,2,10,13,21,34
1,2,10,13,22,33
1,2,10,13,23,36
1,2,10,13,24,35
1,2,10,13,25,30
1,2,10,13,26,29
1,2,10,13,27,32
1,2,10,13,28,31
1,2,10,13,42,45
1,2,10,14,21,33
1,2,10,14,22,34
1,2,10,14,23,35
1,2,10,14,24,36
1,2,10,14,25,29
1,2,10,14,26,30
1,2,10,14,27,31
1,2,10,14,28,32
1,2,10,14,41,45
1,2,10,15,21,36
1,2,10,15,22,35
1,2,10,15,23,34
1,2,10,15,24,33
1,2,10,15,25,32
1,2,10,15,26,31
1,2,10,15,27,30
1,2,10,15,28,29
1,2,10,15,44,45
1,2,10,16,21,35
1,2,10,16,22,36
1,2,10,16,23,33
1,2,10,16,24,34
1,2,10,16,25,31
1,2,10,16,26,32
1,2,10,16,27,29
1,2,10,16,28,30
1,2,10,16,43,45
1,2,10,17,21,30
1,2,10,17,22,29
1,2,10,17,23,32
1,2,10,17,24,31
1,2,10,17,25,34
1,2,10,17,26,33
1,2,10,17,27,36
1,2,10,17,28,35
1,2,10,17,38,45
1,2,10,18,21,29
1,2,10,18,22,30
1,2,10,18,23,31
1,2,10,18,24,32
1,2,10,18,25,33
1,2,10,18,26,34
1,2,10,18,27,35
1,2,10,18,28,36
1,2,10,18,37,45
1,2,10,19,21,32
1,2,10,19,22,31
1,2,10,19,23,30
1,2,10,19,24,29
1,2,10,19,25,36
1,2,10,19,26,35
1,2,10,19,27,34
1,2,10,19,28,33
1,2,10,19,40,45
1,2,10,20,21,31
1,2,10,20,22,32
1,2,10,20,23,29
1,2,10,20,24,30
1,2,10,20,25,35
1,2,10,20,26,36
1,2,10,20,27,33
1,2,10,20,28,34
1,2,10,20,39,45
1,2,11,12,13,14
1,2,11,12,15,16
1,2,11,12,17,18
1,2,11,12,19,20
1,2,11,12,21,22
1,2,11,12,23,24
1,2,11,12,25,26
1,2,11,12,27,28
1,2,11,12,29,30
1,2,11,12,31,32
1,2,11,12,33,34
1,2,11,12,35,36
1,2,11,12,37,38
1,2,11,12,39,40
1,2,11,12,41,42
1,2,11,12,43,44
1,2,11,13,21,35
1,2,11,13,22,36
1,2,11,13,23,33
1,2,11,13,24,34
1,2,11,13,25,31
1,2,11,13,26,32
1,2,11,13,27,29
1,2,11,13,28,30
1,2,11,13,43,45
1,2,11,14,21,36
1,2,11,14,22,35
1,2,11,14,23,34
1,2,11,14,24,33
1,2,11,14,25,32
1,2,11,14,26,31
1,2,11,14,27,30
1,2,11,14,28,29
1,2,11,14,44,45
1,2,11,15,21,33
1,2,11,15,22,34
1,2,11,15,23,35
1,2,11,15,24,36
1,2,11,15,25,29
1,2,11,15,26,30
1,2,11,15,27,31
1,2,11,15,28,32
1,2,11,15,41,45
1,2,11,16,21,34
1,2,11,16,22,33
1,2,11,16,23,36
1,2,11,16,24,35
1,2,11,16,25,30
1,2,11,16,26,29
1,2,11,16,27,32
1,2,11,16,28,31
1,2,11,16,42,45
1,2,11,17,21,31
1,2,11,17,22,32
1,2,11,17,23,29
1,2,11,17,24,30
1,2,11,17,25,35
1,2,11,17,26,36
1,2,11,17,27,33
1,2,11,17,28,34
1,2,11,17,39,45
1,2,11,18,21,32
1,2,11,18,22,31
1,2,11,18,23,30
1,2,11,18,24,29
1,2,11,18,25,36
1,2,11,18,26,35
1,2,11,18,27,34
1,2,11,18,28,33
1,2,11,18,40,45
1,2,11,19,21,29
1,2,11,19,22,30
1,2,11,19,23,31
1,2,11,19,24,32
1,2,11,19,25,33
1,2,11,19,26,34
1,2,11,19,27,35
1,2,11,19,28,36
1,2,11,19,37,45
1,2,11,20,21,30
1,2,11,20,22,29
1,2,11,20,23,32
1,2,11,20,24,31
1,2,11,20,25,34
1,2,11,20,26,33
1,2,11,20,27,36
1,2,11,20,28,35
1,2,11,20,38,45
1,2,12,13,21,36
1,2,12,13,22,35
1,2,12,13,23,34
1,2,12,13,24,33
1,2,12,13,25,32
1,2,12,13,26,31
1,2,12,13,27,30
1,2,12,13,28,29
1,2,12,13,44,45
1,2,12,14,21,35
1,2,12,14,22,36
1,2,12,14,23,33
1,2,12,14,24,34
1,2,12,14,25,31
1,2,12,14,26,32
1,2,12,14,27,29
1,2,12,14,28,30
1,2,12,14,43,45
1,2,12,15,21,34
1,2,12,15,22,33
1,2,12,15,23,36
1,2,12,15,24,35
1,2,12,15,25,30
1,2,12,15,26,29
1,2,12,15,27,32
1,2,12,15,28,31
1,2,12,15,42,45
1,2,12,16,21,33
1,2,12,16,22,34
1,2,12,16,23,35
1,2,12,16,24,36
1,2,12,16,25,29
1,2,12,16,26,30
1,2,12,16,27,31
1,2,12,16,28,32
1,2,12,16,41,45
1,2,12,17,21,32
1,2,12,17,22,31
1,2,12,17,23,30
1,2,12,17,24,29
1,2,12,17,25,36
1,2,12,17,26,35
1,2,12,17,27,34
1,2,12,17,28,33
1,2,12,17,40,45
1,2,12,18,21,31
1,2,12,18,22,32
1,2,12,18,23,29
1,2,12,18,24,30
1,2,12,18,25,35
1,2,12,18,26,36
1,2,12,18,27,33
1,2,12,18,28,34
1,2,12,18,39,45
1,2,12,19,21,30
1,2,12,19,22,29
1,2,12,19,23,32
1,2,12,19,24,31
1,2,12,19,25,34
1,2,12,19,26,33
1,2,12,19,27,36
1,2,12,19,28,35
1,2,12,19,38,45
1,2,12,20,21,29
1,2,12,20,22,30
1,2,12,20,23,31
1,2,12,20,24,32
1,2,12,20,25,33
1,2,12,20,26,34
1,2,12,20,27,35
1,2,12,20,28,36
1,2,12,20,37,45
1,2,13,14,15,16
1,2,13,14,17,18
1,2,13,14,19,20
1,2,13,14,21,22
1,2,13,14,23,24
1,2,13,14,25,26
1,2,13,14,27,28
1,2,13,14,29,30
1,2,13,14,31,32
1,2,13,14,33,34
1,2,13,14,35,36
1,2,13,14,37,38
1,2,13,14,39,40
1,2,13,14,41,42
1,2,13,14,43,44
1,2,13,15,17,19
1,2,13,15,18,20
1,2,13,15,21,23
1,2,13,15,22,24
1,2,13,15,25,27
1,2,13,15,26,28
1,2,13,15,29,31
1,2,13,15,30,32
1,2,13,15,33,35
1,2,13,15,34,36
1,2,13,15,37,39
1,2,13,15,38,40
1,2,13,15,41,43
1,2,13,15,42,44
1,2,13,16,17,20
1,2,13,16,18,19
1,2,13,16,21,24
1,2,13,16,22,23
1,2,13,16,25,28
1,2,13,16,26,27
1,2,13,16,29,32
1,2,13,16,30,31
1,2,13,16,33,36
1,2,13,16,34,35
1,2,13,16,37,40
1,2,13,16,38,39
1,2,13,16,41,44
1,2,13,16,42,43
1,2,13,17,21,25
1,2,13,17,22,26
1,2,13,17,23,27
1,2,13,17,24,28
1,2,13,17,29,33
1,2,13,17,30,34
1,2,13,17,31,35
1,2,13,17,32,36
1,2,13,17,37,41
1,2,13,17,38,42
1,2,13,17,39,43
1,2,13,17,40,44
1,2,13,18,21,26
1,2,13,18,22,25
1,2,13,18,23,28
1,2,13,18,24,27
1,2,13,18,29,34
1,2,13,18,30,33
1,2,13,18,31,36
1,2,13,18,32,35
1,2,13,18,37,42
1,2,13,18,38,41
1,2,13,18,39,44
1,2,13,18,40,43
1,2,13,19,21,27
1,2,13,19,22,28
1,2,13,19,23,25
1,2,13,19,24,26
1,2,13,19,29,35
1,2,13,19,30,36
1,2,13,19,31,33
1,2,13,19,32,34
1,2,13,19,37,43
1,2,13,19,38,44
1,2,13,19,39,41
1,2,13,19,40,42
1,2,13,20,21,28
1,2,13,20,22,27
1,2,13,20,23,26
1,2,13,20,24,25
1,2,13,20,29,36
1,2,13,20,30,35
1,2,13,20,31,34
1,2,13,20,32,33
1,2,13,20,37,44
1,2,13,20,38,43
1,2,13,20,39,42
1,2,13,20,40,41
1,2,14,15,17,20
1,2,14,15,18,19
1,2,14,15,21,24
1,2,14,15,22,23
1,2,14,15,25,28
1,2,14,15,26,27
1,2,14,15,29,32
1,2,14,15,30,31
1,2,14,15,33,36
1,2,14,15,34,35
1,2,14,15,37,40
1,2,14,15,38,39
1,2,14,15,41,44
1,2,14,15,42,43
1,2,14,16,17,19
1,2,14,16,18,20
1,2,14,16,21,23
1,2,14,16,22,24
1,2,14,16,25,27
1,2,14,16,26,28
1,2,14,16,29,31
1,2,14,16,30,32
1,2,14,16,33,35
1,2,14,16,34,36
1,2,14,16,37,39
1,2,14,16,38,40
1,2,14,16,41,43
1,2,14,16,42,44
1,2,14,17,21,26
1,2,14,17,22,25
1,2,14,17,23,28
1,2,14,17,24,27
1,2,14,17,29,34
1,2,14,17,30,33
1,2,14,17,31,36
1,2,14,17,32,35
1,2,14,17,37,42
1,2,14,17,38,41
1,2,14,17,39,44
1,2,14,17,40,43
1,2,14,18,21,25
1,2,14,18,22,26
1,2,14,18,23,27
1,2,14,18,24,28
1,2,14,18,29,33
1,2,14,18,30,34
1,2,14,18,31,35
1,2,14,18,32,36
1,2,14,18,37,41
1,2,14,18,38,42
1,2,14,18,39,43
1,2,14,18,40,44
1,2,14,19,21,28
1,2,14,19,22,27
1,2,14,19,23,26
1,2,14,19,24,25
1,2,14,19,29,36
1,2,14,19,30,35
1,2,14,19,31,34
1,2,14,19,32,33
1,2,14,19,37,44
1,2,14,19,38,43
1,2,14,19,39,42
1,2,14,19,40,41
1,2,14,20,21,27
1,2,14,20,22,28
1,2,14,20,23,25
1,2,14,20,24,26
1,2,14,20,29,35
1,2,14,20,30,36
1,2,14,20,31,33
1,2,14,20,32,34
1,2,14,20,37,43
1,2,14,20,38,44
1,2,14,20,39,41
1,2,14,20,40,42
1,2,15,16,17,18
1,2,15,16,19,20
1,2,15,16,21,22
1,2,15,16,23,24
1,2,15,16,25,26
1,2,15,16,27,28
1,2,15,16,29,30
1,2,15,16,31,32
1,2,15,16,33,34
1,2,15,16,35,36
1,2,15,16,37,38
1,2,15,16,39,40
1,2,15,16,41,42
1,2,15,16,43,44
1,2,15,17,21,27
1,2,15,17,22,28
1,2,15,17,23,25
1,2,15,17,24,26
1,2,15,17,29,35
1,2,15,17,30,36
1,2,15,17,31,33
1,2,15,17,32,34
1,2,15,17,37,43
1,2,15,17,38,44
1,2,15,17,39,41
1,2,15,17,40,42
1,2,15,18,21,28
1,2,15,18,22,27
1,2,15,18,23,26
1,2,15,18,24,25
1,2,15,18,29,36
1,2,15,18,30,35
1,2,15,18,31,34
1,2,15,18,32,33
1,2,15,18,37,44
1,2,15,18,38,43
1,2,15,18,39,42
1,2,15,18,40,41
1,2,15,19,21,25
1,2,15,19,22,26
1,2,15,19,23,27
1,2,15,19,24,28
1,2,15,19,29,33
1,2,15,19,30,34
1,2,15,19,31,35
1,2,15,19,32,36
1,2,15,19,37,41
1,2,15,19,38,42
1,2,15,19,39,43
1,2,15,19,40,44
1,2,15,20,21,26
1,2,15,20,22,25
1,2,15,20,23,28
1,2,15,20,24,27
1,2,15,20,29,34
1,2,15,20,30,33
1,2,15,20,31,36
1,2,15,20,32,35
1,2,15,20,37,42
1,2,15,20,38,41
1,2,15,20,39,44
1,2,15,20,40,43
1,2,16,17,21,28
1,2,16,17,22,27
1,2,16,17,23,26
1,2,16,17,24,25
1,2,16,17,29,36
1,2,16,17,30,35
1,2,16,17,31,34
1,2,16,17,32,33
1,2,16,17,37,44
1,2,16,17,38,43
1,2,16,17,39,42
1,2,16,17,40,41
1,2,16,18,21,27
1,2,16,18,22,28
1,2,16,18,23,25
1,2,16,18,24,26
1,2,16,18,29,35
1,2,16,18,30,36
1,2,16,18,31,33
1,2,16,18,32,34
1,2,16,18,37,43
1,2,16,18,38,44
1,2,16,18,39,41
1,2,16,18,40,42
1,2,16,19,21,26
1,2,16,19,22,25
1,2,16,19,23,28
1,2,16,19,24,27
1,2,16,19,29,34
1,2,16,19,30,33
1,2,16,19,31,36
1,2,16,19,32,35
1,2,16,19,37,42
1,2,16,19,38,41
1,2,16,19,39,44
1,2,16,19,40,43
1,2,16,20,21,25
1,2,16,20,22,26
1,2,16,20,23,27
1,2,16,20,24,28
1,2,16,20,29,33
1,2,16,20,30,34
1,2,16,20,31,35
1,2,16,20,32,36
1,2,16,20,37,41
1,2,16,20,38,42
1,2,16,20,39,43
1,2,16,20,40,44
1,2,17,18,19,20
1,2,17,18,21,22
1,2,17,18,23,24
1,2,17,18,25,26
1,2,17,18,27,28
1,2,17,18,29,30
1,2,17,18,31,32
1,2,17,18,33,34
1,2,17,18,35,36
1,2,17,18,37,38
1,2,17,18,39,40
1,2,17,18,41,42
1,2,17,18,43,44
1,2,17,19,21,23
1,2,17,19,22,24
1,2,17,19,25,27
1,2,17,19,26,28
1,2,17,19,29,31
1,2,17,19,30,32
1,2,17,19,33,35
1,2,17,19,34,36
1,2,17,19,37,39
1,2,17,19,38,40
1,2,17,19,41,43
1,2,17,19,42,44
1,2,17,20,21,24
1,2,17,20,22,23
1,2,17,20,25,28
1,2,17,20,26,27
1,2,17,20,29,32
1,2,17,20,30,31
1,2,17,20,33,36
1,2,17,20,34,35
1,2,17,20,37,40
1,2,17,20,38,39
1,2,17,20,41,44
1,2,17,20,42,43
1,2,18,19,21,24
1,2,18,19,22,23
1,2,18,19,25,28
1,2,18,19,26,27
1,2,18,19,29,32
1,2,18,19,30,31
1,2,18,19,33,36
1,2,18,19,34,35
1,2,18,19,37,40
1,2,18,19,38,39
1,2,18,19,41,44
1,2,18,19,42,43
1,2,18,20,21,23
1,2,18,20,22,24
1,2,18,20,25,27
1,2,18,20,26,28
1,2,18,20,29,31
1,2,18,20,30,32
1,2,18,20,33,35
1,2,18,20,34,36
1,2,18,20,37,39
1,2,18,20,38,40
1,2,18,20,41,43
1,2,18,20,42,44
1,2,19,20,21,22
1,2,19,20,23,24
1,2,19,20,25,26
1,2,19,20,27,28
1,2,19,20,29,30
1,2,19,20,31,32
1,2,19,20,33,34
1,2,19,20,35,36
1,2,19,20,37,38
1,2,19,20,39,40
1,2,19,20,41,42
1,2,19,20,43,44
1,2,21,22,23,24
1,2,21,22,25,26
1,2,21,22,27,28
1,2,21,22,29,30
1,2,21,22,31,32
1,2,21,22,33,34
1,2,21,22,35,36
1,2,21,22,37,38
1,2,21,22,39,40
1,2,21,22,41,42
1,2,21,22,43,44
1,2,21,23,25,27
1,2,21,23,26,28
1,2,21,23,29,31
1,2,21,23,30,32
1,2,21,23,33,35
1,2,21,23,34,36
1,2,21,23,37,39
1,2,21,23,38,40
1,2,21,23,41,43
1,2,21,23,42,44
1,2,21,24,25,28
1,2,21,24,26,27
1,2,21,24,29,32
1,2,21,24,30,31
1,2,21,24,33,36
1,2,21,24,34,35
1,2,21,24,37,40
1,2,21,24,38,39
1,2,21,24,41,44
1,2,21,24,42,43
1,2,21,25,29,33
1,2,21,25,30,34
1,2,21,25,31,35
1,2,21,25,32,36
1,2,21,25,37,41
1,2,21,25,38,42
1,2,21,25,39,43
1,2,21,25,40,44
1,2,21,26,29,34
1,2,21,26,30,33
1,2,21,26,31,36
1,2,21,26,32,35
1,2,21,26,37,42
1,2,21,26,38,41
1,2,21,26,39,44
1,2,21,26,40,43
1,2,21,27,29,35
1,2,21,27,30,36
1,2,21,27,31,33
1,2,21,27,32,34
1,2,21,27,37,43
1,2,21,27,38,44
1,2,21,27,39,41
1,2,21,27,40,42
1,2,21,28,29,36
1,2,21,28,30,35
1,2,21,28,31,34
1,2,21,28,32,33
1,2,21,28,37,44
1,2,21,28,38,43
1,2,21,28,39,42
1,2,21,28,40,41
1,2,21,29,37,45
1,2,21,30,38,45
1,2,21,31,39,45
1,2,21,32,40,45
1,2,21,33,41,45
1,2,21,34,42,45
1,2,21,35,43,45
1,2,21,36,44,45
1,2,22,23,25,28
1,2,22,23,26,27
1,2,22,23,29,32
1,2,22,23,30,31
1,2,22,23,33,36
1,2,22,23,34,35
1,2,22,23,37,40
1,2,22,23,38,39
1,2,22,23,41,44
1,2,22,23,42,43
1,2,22,24,25,27
1,2,22,24,26,28
1,2,22,24,29,31
1,2,22,24,30,32
1,2,22,24,33,35
1,2,22,24,34,36
1,2,22,24,37,39
1,2,22,24,38,40
1,2,22,24,41,43
1,2,22,24,42,44
1,2,22,25,29,34
1,2,22,25,30,33
1,2,22,25,31,36
1,2,22,25,32,35
1,2,22,25,37,42
1,2,22,25,38,41
1,2,22,25,39,44
1,2,22,25,40,43
1,2,22,26,29,33
1,2,22,26,30,34
1,2,22,26,31,35
1,2,22,26,32,36
1,2,22,26,37,41
1,2,22,26,38,42
1,2,22,26,39,43
1,2,22,26,40,44
1,2,22,27,29,36
1,2,22,27,30,35
1,2,22,27,31,34
1,2,22,27,32,33
1,2,22,27,37,44
1,2,22,27,38,43
1,2,22,27,39,42
