n1,n2,n3,n4,n5,n6
1,2,22,27,40,41
1,2,22,28,29,35
1,2,22,28,30,36
1,2,22,28,31,33
1,2,22,28,32,34
1,2,22,28,37,43
1,2,22,28,38,44
1,2,22,28,39,41
1,2,22,28,40,42
1,2,22,29,38,45
1,2,22,30,37,45
1,2,22,31,40,45
1,2,22,32,39,45
1,2,22,33,42,45
1,2,22,34,41,45
1,2,22,35,44,45
1,2,22,36,43,45
1,2,23,24,25,26
1,2,23,24,27,28
1,2,23,24,29,30
1,2,23,24,31,32
1,2,23,24,33,34
1,2,23,24,35,36
1,2,23,24,37,38
1,2,23,24,39,40
1,2,23,24,41,42
1,2,23,24,43,44
1,2,23,25,29,35
1,2,23,25,30,36
1,2,23,25,31,33
1,2,23,25,32,34
1,2,23,25,37,43
1,2,23,25,38,44
1,2,23,25,39,41
1,2,23,25,40,42
1,2,23,26,29,36
1,2,23,26,30,35
1,2,23,26,31,34
1,2,23,26,32,33
1,2,23,26,37,44
1,2,23,26,38,43
1,2,23,26,39,42
1,2,23,26,40,41
1,2,23,27,29,33
1,2,23,27,30,34
1,2,23,27,31,35
1,2,23,27,32,36
1,2,23,27,37,41
1,2,23,27,38,42
1,2,23,27,39,43
1,2,23,27,40,44
1,2,23,28,29,34
1,2,23,28,30,33
1,2,23,28,31,36
1,2,23,28,32,35
1,2,23,28,37,42
1,2,23,28,38,41
1,2,23,28,39,44
1,2,23,28,40,43
1,2,23,29,39,45
1,2,23,30,40,45
1,2,23,31,37,45
1,2,23,32,38,45
1,2,23,33,43,45
1,2,23,34,44,45
1,2,23,35,41,45
1,2,23,36,42,45
1,2,24,25,29,36
1,2,24,25,30,35
1,2,24,25,31,34
1,2,24,25,32,33
1,2,24,25,37,44
1,2,24,25,38,43
1,2,24,25,39,42
1,2,24,25,40,41
1,2,24,26,29,35
1,2,24,26,30,36
1,2,24,26,31,33
1,2,24,26,32,34
1,2,24,26,37,43
1,2,24,26,38,44
1,2,24,26,39,41
1,2,24,26,40,42
1,2,24,27,29,34
1,2,24,27,30,33
1,2,24,27,31,36
1,2,24,27,32,35
1,2,24,27,37,42
1,2,24,27,38,41
1,2,24,27,39,44
1,2,24,27,40,43
1,2,24,28,29,33
1,2,24,28,30,34
1,2,24,28,31,35
1,2,24,28,32,36
1,2,24,28,37,41
1,2,24,28,38,42
1,2,24,28,39,43
1,2,24,28,40,44
1,2,24,29,40,45
1,2,24,30,39,45
1,2,24,31,38,45
1,2,24,32,37,45
1,2,24,33,44,45
1,2,24,34,43,45
1,2,24,35,42,45
1,2,24,36,41,45
1,2,25,26,27,28
1,2,25,26,29,30
1,2,25,26,31,32
1,2,25,26,33,34
1,2,25,26,35,36
1,2,25,26,37,38
1,2,25,26,39,40
1,2,25,26,41,42
1,2,25,26,43,44
1,2,25,27,29,31
1,2,25,27,30,32
1,2,25,27,33,35
1,2,25,27,34,36
1,2,25,27,37,39
1,2,25,27,38,40
1,2,25,27,41,43
1,2,25,27,42,44
1,2,25,28,29,32
1,2,25,28,30,31
1,2,25,28,33,36
1,2,25,28,34,35
1,2,25,28,37,40
1,2,25,28,38,39
1,2,25,28,41,44
1,2,25,28,42,43
1,2,25,29,41,45
1,2,25,30,42,45
1,2,25,31,43,45
1,2,25,32,44,45
1,2,25,33,37,45
1,2,25,34,38,45
1,2,25,35,39,45
1,2,25,36,40,45
1,2,26,27,29,32
1,2,26,27,30,31
1,2,26,27,33,36
1,2,26,27,34,35
1,2,26,27,37,40
1,2,26,27,38,39
1,2,26,27,41,44
1,2,26,27,42,43
1,2,26,28,29,31
1,2,26,28,30,32
1,2,26,28,33,35
1,2,26,28,34,36
1,2,26,28,37,39
1,2,26,28,38,40
1,2,26,28,41,43
1,2,26,28,42,44
1,2,26,29,42,45
1,2,26,30,41,45
1,2,26,31,44,45
1,2,26,32,43,45
1,2,26,33,38,45
1,2,26,34,37,45
1,2,26,35,40,45
1,2,26,36,39,45
1,2,27,28,29,30
1,2,27,28,31,32
1,2,27,28,33,34
1,2,27,28,35,36
1,2,27,28,37,38
1,2,27,28,39,40
1,2,27,28,41,42
1,2,27,28,43,44
1,2,27,29,43,45
1,2,27,30,44,45
1,2,27,31,41,45
1,2,27,32,42,45
1,2,27,33,39,45
1,2,27,34,40,45
1,2,27,35,37,45
1,2,27,36,38,45
1,2,28,29,44,45
1,2,28,30,43,45
1,2,28,31,42,45
1,2,28,32,41,45
1,2,28,33,40,45
1,2,28,34,39,45
1,2,28,35,38,45
1,2,28,36,37,45
1,2,29,30,31,32
1,2,29,30,33,34
1,2,29,30,35,36
1,2,29,30,37,38
1,2,29,30,39,40
1,2,29,30,41,42
1,2,29,30,43,44
1,2,29,31,33,35
1,2,29,31,34,36
1,2,29,31,37,39
1,2,29,31,38,40
1,2,29,31,41,43
1,2,29,31,42,44
1,2,29,32,33,36
1,2,29,32,34,35
1,2,29,32,37,40
1,2,29,32,38,39
1,2,29,32,41,44
1,2,29,32,42,43
1,2,29,33,37,41
1,2,29,33,38,42
1,2,29,33,39,43
1,2,29,33,40,44
1,2,29,34,37,42
1,2,29,34,38,41
1,2,29,34,39,44
1,2,29,34,40,43
1,2,29,35,37,43
1,2,29,35,38,44
1,2,29,35,39,41
1,2,29,35,40,42
1,2,29,36,37,44
1,2,29,36,38,43
1,2,29,36,39,42
1,2,29,36,40,41
1,2,30,31,33,36
1,2,30,31,34,35
1,2,30,31,37,40
1,2,30,31,38,39
1,2,30,31,41,44
1,2,30,31,42,43
1,2,30,32,33,35
1,2,30,32,34,36
1,2,30,32,37,39
1,2,30,32,38,40
1,2,30,32,41,43
1,2,30,32,42,44
1,2,30,33,37,42
1,2,30,33,38,41
1,2,30,33,39,44
1,2,30,33,40,43
1,2,30,34,37,41
1,2,30,34,38,42
1,2,30,34,39,43
1,2,30,34,40,44
1,2,30,35,37,44
1,2,30,35,38,43
1,2,30,35,39,42
1,2,30,35,40,41
1,2,30,36,37,43
1,2,30,36,38,44
1,2,30,36,39,41
1,2,30,36,40,42
1,2,31,32,33,34
1,2,31,32,35,36
1,2,31,32,37,38
1,2,31,32,39,40
1,2,31,32,41,42
1,2,31,32,43,44
1,2,31,33,37,43
1,2,31,33,38,44
1,2,31,33,39,41
1,2,31,33,40,42
1,2,31,34,37,44
1,2,31,34,38,43
1,2,31,34,39,42
1,2,31,34,40,41
1,2,31,35,37,41
1,2,31,35,38,42
1,2,31,35,39,43
1,2,31,35,40,44
1,2,31,36,37,42
1,2,31,36,38,41
1,2,31,36,39,44
1,2,31,36,40,43
1,2,32,33,37,44
1,2,32,33,38,43
1,2,32,33,39,42
1,2,32,33,40,41
1,2,32,34,37,43
1,2,32,34,38,44
1,2,32,34,39,41
1,2,32,34,40,42
1,2,32,35,37,42
1,2,32,35,38,41
1,2,32,35,39,44
1,2,32,35,40,43
1,2,32,36,37,41
1,2,32,36,38,42
1,2,32,36,39,43
1,2,32,36,40,44
1,2,33,34,35,36
1,2,33,34,37,38
1,2,33,34,39,40
1,2,33,34,41,42
1,2,33,34,43,44
1,2,33,35,37,39
1,2,33,35,38,40
1,2,33,35,41,43
1,2,33,35,42,44
1,2,33,36,37,40
1,2,33,36,38,39
1,2,33,36,41,44
1,2,33,36,42,43
1,2,34,35,37,40
1,2,34,35,38,39
1,2,34,35,41,44
1,2,34,35,42,43
1,2,34,36,37,39
1,2,34,36,38,40
1,2,34,36,41,43
1,2,34,36,42,44
1,2,35,36,37,38
1,2,35,36,39,40
1,2,35,36,41,42
1,2,35,36,43,44
1,2,37,38,39,40
1,2,37,38,41,42
1,2,37,38,43,44
1,2,37,39,41,43
1,2,37,39,42,44
1,2,37,40,41,44
1,2,37,40,42,43
1,2,38,39,41,44
1,2,38,39,42,43
1,2,38,40,41,43
1,2,38,40,42,44
1,2,39,40,41,42
1,2,39,40,43,44
1,2,41,42,43,44
1,5,6,7,8,45
1,5,6,9,10,45
1,5,6,11,12,45
1,5,6,13,14,39
1,5,6,13,14,40
1,5,6,13,14,41
1,5,6,13,14,42
1,5,6,13,14,43
1,5,6,13,14,44
1,5,6,13,21,37
1,5,6,13,21,38
1,5,6,14,22,37
1,5,6,14,22,38
1,5,6,15,16,37
1,5,6,15,16,38
1,5,6,15,16,41
1,5,6,15,16,42
1,5,6,15,16,43
1,5,6,15,16,44
1,5,6,15,21,39
1,5,6,15,21,40
1,5,6,16,22,39
1,5,6,16,22,40
1,5,6,17,18,37
1,5,6,17,18,38
1,5,6,17,18,39
1,5,6,17,18,40
1,5,6,17,18,43
1,5,6,17,18,44
1,5,6,17,21,41
1,5,6,17,21,42
1,5,6,18,22,41
1,5,6,18,22,42
1,5,6,19,20,37
1,5,6,19,20,38
1,5,6,19,20,39
1,5,6,19,20,40
1,5,6,19,20,41
1,5,6,19,20,42
1,5,6,19,21,43
1,5,6,19,21,44
1,5,6,20,22,43
1,5,6,20,22,44
1,5,6,21,22,45
1,5,6,23,24,37
1,5,6,23,24,38
1,5,6,23,24,39
1,5,6,23,24,40
1,5,6,23,24,41
1,5,6,23,24,42
1,5,6,23,24,43
1,5,6,23,24,44
1,5,6,23,24,45
1,5,6,25,26,37
1,5,6,25,26,38
1,5,6,25,26,39
1,5,6,25,26,40
1,5,6,25,26,41
1,5,6,25,26,42
1,5,6,25,26,43
1,5,6,25,26,44
1,5,6,25,26,45
1,5,6,27,28,37
1,5,6,27,28,38
1,5,6,27,28,39
1,5,6,27,28,40
1,5,6,27,28,41
1,5,6,27,28,42
1,5,6,27,28,43
1,5,6,27,28,44
1,5,6,27,28,45
1,5,6,29,30,37
1,5,6,29,30,38
1,5,6,29,30,39
1,5,6,29,30,40
1,5,6,29,30,41
1,5,6,29,30,42
1,5,6,29,30,43
1,5,6,29,30,44
1,5,6,29,30,45
1,5,6,31,32,37
1,5,6,31,32,38
1,5,6,31,32,39
1,5,6,31,32,40
1,5,6,31,32,41
1,5,6,31,32,42
1,5,6,31,32,43
1,5,6,31,32,44
1,5,6,31,32,45
1,5,6,33,34,37
1,5,6,33,34,38
1,5,6,33,34,39
1,5,6,33,34,40
1,5,6,33,34,41
1,5,6,33,34,42
1,5,6,33,34,43
1,5,6,33,34,44
1,5,6,33,34,45
1,5,6,35,36,37
1,5,6,35,36,38
1,5,6,35,36,39
1,5,6,35,36,40
1,5,6,35,36,41
1,5,6,35,36,42
1,5,6,35,36,43
1,5,6,35,36,44
1,5,6,35,36,45
1,7,8,9,10,45
1,7,8,11,12,45
1,7,8,13,14,37
1,7,8,13,14,38
1,7,8,13,14,41
1,7,8,13,14,42
1,7,8,13,14,43
1,7,8,13,14,44
1,7,8,13,21,39
1,7,8,13,21,40
1,7,8,14,22,39
1,7,8,14,22,40
1,7,8,15,16,39
1,7,8,15,16,40
1,7,8,15,16,41
1,7,8,15,16,42
1,7,8,15,16,43
1,7,8,15,16,44
1,7,8,15,21,37
1,7,8,15,21,38
1,7,8,16,22,37
1,7,8,16,22,38
1,7,8,17,18,37
1,7,8,17,18,38
1,7,8,17,18,39
1,7,8,17,18,40
1,7,8,17,18,41
1,7,8,17,18,42
1,7,8,17,21,43
1,7,8,17,21,44
1,7,8,18,22,43
1,7,8,18,22,44
1,7,8,19,20,37
1,7,8,19,20,38
1,7,8,19,20,39
1,7,8,19,20,40
1,7,8,19,20,43
1,7,8,19,20,44
1,7,8,19,21,41
1,7,8,19,21,42
1,7,8,20,22,41
1,7,8,20,22,42
1,7,8,21,22,45
1,7,8,23,24,37
1,7,8,23,24,38
1,7,8,23,24,39
1,7,8,23,24,40
1,7,8,23,24,41
1,7,8,23,24,42
1,7,8,23,24,43
1,7,8,23,24,44
1,7,8,23,24,45
1,7,8,25,26,37
1,7,8,25,26,38
1,7,8,25,26,39
1,7,8,25,26,40
1,7,8,25,26,41
1,7,8,25,26,42
1,7,8,25,26,43
1,7,8,25,26,44
1,7,8,25,26,45
1,7,8,27,28,37
1,7,8,27,28,38
1,7,8,27,28,39
1,7,8,27,28,40
1,7,8,27,28,41
1,7,8,27,28,42
1,7,8,27,28,43
1,7,8,27,28,44
1,7,8,27,28,45
1,7,8,29,30,37
1,7,8,29,30,38
1,7,8,29,30,39
1,7,8,29,30,40
1,7,8,29,30,41
1,7,8,29,30,42
1,7,8,29,30,43
1,7,8,29,30,44
1,7,8,29,30,45
1,7,8,31,32,37
1,7,8,31,32,38
1,7,8,31,32,39
1,7,8,31,32,40
1,7,8,31,32,41
1,7,8,31,32,42
1,7,8,31,32,43
1,7,8,31,32,44
1,7,8,31,32,45
1,7,8,33,34,37
1,7,8,33,34,38
1,7,8,33,34,39
1,7,8,33,34,40
1,7,8,33,34,41
1,7,8,33,34,42
1,7,8,33,34,43
1,7,8,33,34,44
1,7,8,33,34,45
1,7,8,35,36,37
1,7,8,35,36,38
1,7,8,35,36,39
1,7,8,35,36,40
1,7,8,35,36,41
1,7,8,35,36,42
1,7,8,35,36,43
1,7,8,35,36,44
1,7,8,35,36,45
1,9,10,11,12,45
1,9,10,13,14,37
1,9,10,13,14,38
1,9,10,13,14,39
1,9,10,13,14,40
1,9,10,13,14,43
1,9,10,13,14,44
1,9,10,13,21,41
1,9,10,13,21,42
1,9,10,14,22,41
1,9,10,14,22,42
1,9,10,15,16,37
1,9,10,15,16,38
1,9,10,15,16,39
1,9,10,15,16,40
1,9,10,15,16,41
1,9,10,15,16,42
1,9,10,15,21,43
1,9,10,15,21,44
1,9,10,16,22,43
1,9,10,16,22,44
1,9,10,17,18,39
1,9,10,17,18,40
1,9,10,17,18,41
1,9,10,17,18,42
1,9,10,17,18,43
1,9,10,17,18,44
1,9,10,17,21,37
1,9,10,17,21,38
1,9,10,18,22,37
1,9,10,18,22,38
1,9,10,19,20,37
1,9,10,19,20,38
1,9,10,19,20,41
1,9,10,19,20,42
1,9,10,19,20,43
1,9,10,19,20,44
1,9,10,19,21,39
1,9,10,19,21,40
1,9,10,20,22,39
1,9,10,20,22,40
1,9,10,21,22,45
1,9,10,23,24,37
1,9,10,23,24,38
1,9,10,23,24,39
1,9,10,23,24,40
1,9,10,23,24,41
1,9,10,23,24,42
1,9,10,23,24,43
1,9,10,23,24,44
1,9,10,23,24,45
1,9,10,25,26,37
1,9,10,25,26,38
1,9,10,25,26,39
1,9,10,25,26,40
1,9,10,25,26,41
1,9,10,25,26,42
1,9,10,25,26,43
1,9,10,25,26,44
1,9,10,25,26,45
1,9,10,27,28,37
1,9,10,27,28,38
1,9,10,27,28,39
1,9,10,27,28,40
1,9,10,27,28,41
1,9,10,27,28,42
1,9,10,27,28,43
1,9,10,27,28,44
1,9,10,27,28,45
1,9,10,29,30,37
1,9,10,29,30,38
1,9,10,29,30,39
1,9,10,29,30,40
1,9,10,29,30,41
1,9,10,29,30,42
1,9,10,29,30,43
1,9,10,29,30,44
1,9,10,29,30,45
1,9,10,31,32,37
1,9,10,31,32,38
1,9,10,31,32,39
1,9,10,31,32,40
1,9,10,31,32,41
1,9,10,31,32,42
1,9,10,31,32,43
1,9,10,31,32,44
1,9,10,31,32,45
1,9,10,33,34,37
1,9,10,33,34,38
1,9,10,33,34,39
1,9,10,33,34,40
1,9,10,33,34,41
1,9,10,33,34,42
1,9,10,33,34,43
1,9,10,33,34,44
1,9,10,33,34,45
1,9,10,35,36,37
1,9,10,35,36,38
1,9,10,35,36,39
1,9,10,35,36,40
1,9,10,35,36,41
1,9,10,35,36,42
1,9,10,35,36,43
1,9,10,35,36,44
1,9,10,35,36,45
1,11,12,13,14,37
1,11,12,13,14,38
1,11,12,13,14,39
1,11,12,13,14,40
1,11,12,13,14,41
1,11,12,13,14,42
1,11,12,13,21,43
1,11,12,13,21,44
1,11,12,14,22,43
1,11,12,14,22,44
1,11,12,15,16,37
1,11,12,15,16,38
1,11,12,15,16,39
1,11,12,15,16,40
1,11,12,15,16,43
1,11,12,15,16,44
1,11,12,15,21,41
1,11,12,15,21,42
1,11,12,16,22,41
1,11,12,16,22,42
1,11,12,17,18,37
1,11,12,17,18,38
1,11,12,17,18,41
1,11,12,17,18,42
1,11,12,17,18,43
1,11,12,17,18,44
1,11,12,17,21,39
1,11,12,17,21,40
1,11,12,18,22,39
1,11,12,18,22,40
1,11,12,19,20,39
1,11,12,19,20,40
1,11,12,19,20,41
1,11,12,19,20,42
1,11,12,19,20,43
1,11,12,19,20,44
1,11,12,19,21,37
1,11,12,19,21,38
1,11,12,20,22,37
1,11,12,20,22,38
1,11,12,21,22,45
1,11,12,23,24,37
1,11,12,23,24,38
1,11,12,23,24,39
1,11,12,23,24,40
1,11,12,23,24,41
1,11,12,23,24,42
1,11,12,23,24,43
1,11,12,23,24,44
1,11,12,23,24,45
1,11,12,25,26,37
1,11,12,25,26,38
1,11,12,25,26,39
1,11,12,25,26,40
1,11,12,25,26,41
1,11,12,25,26,42
1,11,12,25,26,43
1,11,12,25,26,44
1,11,12,25,26,45
1,11,12,27,28,37
1,11,12,27,28,38
1,11,12,27,28,39
1,11,12,27,28,40
1,11,12,27,28,41
1,11,12,27,28,42
1,11,12,27,28,43
1,11,12,27,28,44
1,11,12,27,28,45
1,11,12,29,30,37
1,11,12,29,30,38
1,11,12,29,30,39
1,11,12,29,30,40
1,11,12,29,30,41
1,11,12,29,30,42
1,11,12,29,30,43
1,11,12,29,30,44
1,11,12,29,30,45
1,11,12,31,32,37
1,11,12,31,32,38
1,11,12,31,32,39
1,11,12,31,32,40
1,11,12,31,32,41
1,11,12,31,32,42
1,11,12,31,32,43
1,11,12,31,32,44
1,11,12,31,32,45
1,11,12,33,34,37
1,11,12,33,34,38
1,11,12,33,34,39
1,11,12,33,34,40
1,11,12,33,34,41
1,11,12,33,34,42
1,11,12,33,34,43
1,11,12,33,34,44
1,11,12,33,34,45
1,11,12,35,36,37
1,11,12,35,36,38
1,11,12,35,36,39
1,11,12,35,36,40
1,11,12,35,36,41
1,11,12,35,36,42
1,11,12,35,36,43
1,11,12,35,36,44
1,11,12,35,36,45
1,13,14,15,16,45
1,13,14,17,18,45
1,13,14,19,20,45
1,13,14,21,22,45
1,13,14,21,29,38
1,13,14,21,29,39
1,13,14,21,29,40
1,13,14,21,29,41
1,13,14,21,29,42
1,13,14,21,29,43
1,13,14,21,29,44
1,13,14,21,30,37
1,13,14,22,29,37
1,13,14,22,30,38
1,13,14,22,30,39
1,13,14,22,30,40
1,13,14,22,30,41
1,13,14,22,30,42
1,13,14,22,30,43
1,13,14,22,30,44
1,13,14,23,24,37
1,13,14,23,24,38
1,13,14,23,24,39
1,13,14,23,24,40
1,13,14,23,24,41
1,13,14,23,24,42
1,13,14,23,24,43
1,13,14,23,24,44
1,13,14,23,24,45
1,13,14,25,26,37
1,13,14,25,26,38
1,13,14,25,26,39
1,13,14,25,26,40
1,13,14,25,26,41
1,13,14,25,26,42
1,13,14,25,26,43
1,13,14,25,26,44
1,13,14,25,26,45
1,13,14,27,28,37
1,13,14,27,28,38
1,13,14,27,28,39
1,13,14,27,28,40
1,13,14,27,28,41
1,13,14,27,28,42
1,13,14,27,28,43
1,13,14,27,28,44
1,13,14,27,28,45
1,13,14,29,30,45
1,13,14,31,32,37
1,13,14,31,32,38
1,13,14,31,32,39
1,13,14,31,32,40
1,13,14,31,32,41
1,13,14,31,32,42
1,13,14,31,32,43
1,13,14,31,32,44
1,13,14,31,32,45
1,13,14,33,34,37
1,13,14,33,34,38
1,13,14,33,34,39
1,13,14,33,34,40
1,13,14,33,34,41
1,13,14,33,34,42
1,13,14,33,34,43
1,13,14,33,34,44
1,13,14,33,34,45
1,13,14,35,36,37
1,13,14,35,36,38
1,13,14,35,36,39
1,13,14,35,36,40
1,13,14,35,36,41
1,13,14,35,36,42
1,13,14,35,36,43
1,13,14,35,36,44
1,13,14,35,36,45
1,15,16,17,18,45
1,15,16,19,20,45
1,15,16,21,22,45
1,15,16,21,30,39
1,15,16,21,30,40
1,15,16,21,30,41
1,15,16,21,30,42
1,15,16,21,30,43
1,15,16,21,30,44
1,15,16,21,31,37
1,15,16,21,31,38
1,15,16,22,29,39
1,15,16,22,29,40
1,15,16,22,29,41
1,15,16,22,29,42
1,15,16,22,29,43
1,15,16,22,29,44
1,15,16,22,32,37
1,15,16,22,32,38
1,15,16,23,24,37
1,15,16,23,24,38
1,15,16,23,24,39
1,15,16,23,24,40
1,15,16,23,24,41
1,15,16,23,24,42
1,15,16,23,24,43
1,15,16,23,24,44
1,15,16,23,24,45
1,15,16,25,26,37
1,15,16,25,26,38
1,15,16,25,26,39
1,15,16,25,26,40
1,15,16,25,26,41
1,15,16,25,26,42
1,15,16,25,26,43
1,15,16,25,26,44
1,15,16,25,26,45
1,15,16,27,28,37
1,15,16,27,28,38
1,15,16,27,28,39
1,15,16,27,28,40
1,15,16,27,28,41
1,15,16,27,28,42
1,15,16,27,28,43
1,15,16,27,28,44
1,15,16,27,28,45
1,15,16,29,30,37
1,15,16,29,30,38
1,15,16,29,30,45
1,15,16,31,32,39
1,15,16,31,32,40
1,15,16,31,32,41
1,15,16,31,32,42
1,15,16,31,32,43
1,15,16,31,32,44
1,15,16,31,32,45
1,15,16,33,34,37
1,15,16,33,34,38
1,15,16,33,34,39
1,15,16,33,34,40
1,15,16,33,34,41
1,15,16,33,34,42
1,15,16,33,34,43
1,15,16,33,34,44
1,15,16,33,34,45
1,15,16,35,36,37
1,15,16,35,36,38
1,15,16,35,36,39
1,15,16,35,36,40
1,15,16,35,36,41
1,15,16,35,36,42
1,15,16,35,36,43
1,15,16,35,36,44
1,15,16,35,36,45
1,17,18,19,20,45
1,17,18,21,22,45
1,17,18,21,31,40
1,17,18,21,31,41
1,17,18,21,31,42
1,17,18,21,31,43
1,17,18,21,31,44
1,17,18,21,32,37
1,17,18,21,32,38
1,17,18,21,32,39
1,17,18,22,31,37
1,17,18,22,31,38
1,17,18,22,31,39
1,17,18,22,32,40
1,17,18,22,32,41
1,17,18,22,32,42
1,17,18,22,32,43
1,17,18,22,32,44
1,17,18,23,24,37
1,17,18,23,24,38
1,17,18,23,24,39
1,17,18,23,24,40
1,17,18,23,24,41
1,17,18,23,24,42
1,17,18,23,24,43
1,17,18,23,24,44
1,17,18,23,24,45
1,17,18,25,26,37
1,17,18,25,26,38
1,17,18,25,26,39
1,17,18,25,26,40
1,17,18,25,26,41
1,17,18,25,26,42
1,17,18,25,26,43
1,17,18,25,26,44
1,17,18,25,26,45
1,17,18,27,28,37
1,17,18,27,28,38
1,17,18,27,28,39
1,17,18,27,28,40
1,17,18,27,28,41
1,17,18,27,28,42
1,17,18,27,28,43
1,17,18,27,28,44
1,17,18,27,28,45
1,17,18,29,30,37
1,17,18,29,30,38
1,17,18,29,30,39
1,17,18,29,30,40
1,17,18,29,30,41
1,17,18,29,30,42
1,17,18,29,30,43
1,17,18,29,30,44
1,17,18,29,30,45
1,17,18,31,32,45
1,17,18,33,34,37
1,17,18,33,34,38
1,17,18,33,34,39
1,17,18,33,34,40
1,17,18,33,34,41
1,17,18,33,34,42
1,17,18,33,34,43
1,17,18,33,34,44
1,17,18,33,34,45
1,17,18,35,36,37
1,17,18,35,36,38
1,17,18,35,36,39
1,17,18,35,36,40
1,17,18,35,36,41
1,17,18,35,36,42
1,17,18,35,36,43
1,17,18,35,36,44
1,17,18,35,36,45
1,19,20,21,22,45
1,19,20,21,32,41
1,19,20,21,32,42
1,19,20,21,32,43
1,19,20,21,32,44
1,19,20,21,33,37
1,19,20,21,33,38
1,19,20,21,33,39
1,19,20,21,33,40
1,19,20,22,31,41
1,19,20,22,31,42
1,19,20,22,31,43
1,19,20,22,31,44
1,19,20,22,34,37
1,19,20,22,34,38
1,19,20,22,34,39
1,19,20,22,34,40
1,19,20,23,24,37
1,19,20,23,24,38
1,19,20,23,24,39
1,19,20,23,24,40
1,19,20,23,24,41
1,19,20,23,24,42
1,19,20,23,24,43
1,19,20,23,24,44
1,19,20,23,24,45
1,19,20,25,26,37
1,19,20,25,26,38
1,19,20,25,26,39
1,19,20,25,26,40
1,19,20,25,26,41
1,19,20,25,26,42
1,19,20,25,26,43
1,19,20,25,26,44
1,19,20,25,26,45
1,19,20,27,28,37
1,19,20,27,28,38
1,19,20,27,28,39
1,19,20,27,28,40
1,19,20,27,28,41
1,19,20,27,28,42
1,19,20,27,28,43
1,19,20,27,28,44
1,19,20,27,28,45
1,19,20,29,30,37
1,19,20,29,30,38
1,19,20,29,30,39
1,19,20,29,30,40
1,19,20,29,30,41
1,19,20,29,30,42
1,19,20,29,30,43
1,19,20,29,30,44
1,19,20,29,30,45
1,19,20,31,32,37
1,19,20,31,32,38
1,19,20,31,32,39
1,19,20,31,32,40
1,19,20,31,32,45
1,19,20,33,34,41
1,19,20,33,34,42
1,19,20,33,34,43
1,19,20,33,34,44
1,19,20,33,34,45
1,19,20,35,36,37
1,19,20,35,36,38
1,19,20,35,36,39
1,19,20,35,36,40
1,19,20,35,36,41
1,19,20,35,36,42
1,19,20,35,36,43
1,19,20,35,36,44
1,19,20,35,36,45
1,21,22,23,24,45
1,21,22,25,26,45
1,21,22,27,28,45
1,21,22,33,34,43
1,21,22,33,34,44
1,21,22,35,36,37
1,21,22,35,36,38
1,21,22,35,36,39
1,21,22,35,36,40
1,21,22,35,36,41
1,21,22,35,36,42
1,21,23,34,37,38
1,21,23,34,39,40
1,22,23,33,37,38
1,22,23,33,39,40
1,23,24,25,26,45
1,23,24,27,28,45
1,23,24,29,30,37
1,23,24,29,30,38
1,23,24,29,30,41
1,23,24,29,30,42
1,23,24,29,30,43
1,23,24,29,30,44
1,23,24,31,32,39
1,23,24,31,32,40
1,23,24,31,32,41
1,23,24,31,32,42
1,23,24,31,32,43
1,23,24,31,32,44
1,23,24,33,34,41
1,23,24,33,34,42
1,23,24,35,36,37
1,23,24,35,36,38
1,23,24,35,36,39
1,23,24,35,36,40
1,23,24,35,36,43
1,23,24,35,36,44
1,24,25,29,33,39
1,24,25,30,33,40
1,24,25,31,34,37
1,24,25,32,33,38
1,24,25,34,39,40
1,24,26,33,37,43
1,24,26,34,38,44
1,25,26,27,28,45
1,25,26,29,30,37
1,25,26,29,30,38
1,25,26,29,30,43
1,25,26,29,30,44
1,25,26,29,31,40
1,25,26,30,31,39
1,25,26,31,32,41
1,25,26,31,32,42
1,25,26,31,35,38
1,25,26,32,35,37
1,25,26,32,39,40
1,25,26,33,34,41
1,25,26,33,34,42
1,25,26,33,35,44
1,25,26,34,35,43
1,25,26,35,36,41
1,25,26,35,36,42
1,25,26,36,37,38
1,25,26,36,43,44
1,25,27,31,34,44
1,25,27,32,33,43
1,26,27,29,34,39
1,26,27,30,33,40
1,26,27,31,37,43
1,26,27,32,38,44
1,26,28,33,35,39
1,26,28,34,36,40
1,27,28,29,30,37
1,27,28,29,30,38
1,27,28,29,30,41
1,27,28,29,30,42
1,27,28,29,31,40
1,27,28,30,31,39
1,27,28,31,33,38
1,27,28,32,33,37
1,27,28,32,35,40
1,27,28,32,36,39
1,27,28,33,34,41
1,27,28,33,34,42
1,27,28,33,35,44
1,27,28,34,35,43
1,27,28,34,37,38
1,27,28,35,36,41
1,27,28,35,36,42
1,27,28,36,43,44
1,28,31,32,43,44
1,29,30,31,32,45
1,29,30,33,34,45
1,29,30,35,36,45
1,31,32,33,34,45
1,31,32,35,36,45
1,33,34,35,36,45
1,37,38,39,40,45
1,37,38,41,42,45
1,37,38,43,44,45
1,39,40,41,42,45
1,39,40,43,44,45
1,41,42,43,44,45
21,22,33,34,41,42
21,22,35,36,43,44
23,24,35,36,41,42
23,28,29,30,39,40
23,28,31,32,37,38
23,28,33,34,43,44
25,26,29,30,41,42
25,27,35,36,39,40
27,28,29,30,43,44
27,28,31,32,41,42
27,28,35,36,37,38
